text,label,cleaned_text,processed_text,source
"The members manage to pronounce KOK exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible .",1.0,the members manage to pronounce kok exactly as you think they might thus giving the cast ample opportunity to use that term as often as possible,members manage pronounce kok exactly think might thus giving cast ample opportunity use term often possible,sst
The sword fighting is well done and Auteuil is a goofy pleasure .,2.0,the sword fighting is well done and auteuil is a goofy pleasure,sword fighting well done auteuil goofy pleasure,sst
"Slow , dry , poorly cast , but beautifully shot .",2.0,slow dry poorly cast but beautifully shot,slow dry poorly cast beautifully shot,sst
A charmer from Belgium .,2.0,a charmer from belgium,charmer belgium,sst
Chomp chomp !,1.0,chomp chomp,chomp chomp,sst
Queen of the Damned is too long with too little going on .,1.0,queen of the damned is too long with too little going on,queen damned long little going,sst
"To the vast majority of more casual filmgoers , it will probably be a talky bore .",1.0,to the vast majority of more casual filmgoers it will probably be a talky bore,vast majority casual filmgoers probably talky bore,sst
"A 94-minute travesty of unparalleled proportions , writer-director Parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum .",1.0,a minute travesty of unparalleled proportions writerdirector parker seems to go out of his way to turn the legendary wit s classic mistaken identity farce into brutally labored and unfunny hokum,minute travesty unparalleled proportions writerdirector parker seems go way turn legendary wit classic mistaken identity farce brutally labored unfunny hokum,sst
One lousy movie .,1.0,one lousy movie,one lousy movie,sst
"Few of the increasingly far-fetched events that first-time writer-director Neil Burger follows up with are terribly convincing , which is a pity , considering Barry 's terrific performance .",0.0,few of the increasingly farfetched events that firsttime writerdirector neil burger follows up with are terribly convincing which is a pity considering barry s terrific performance,increasingly farfetched events firsttime writerdirector neil burger follows terribly convincing pity considering barry terrific performance,sst
There 's a lot to recommend Read My Lips .,2.0,there s a lot to recommend read my lips,lot recommend read lips,sst
"Mixes likeable personalities , inventive photography and cutting , and wall-to-wall toe-tapping music to paint a picture of a subculture that is at once exhilarating , silly , perverse , hopeful and always fun .",2.0,mixes likeable personalities inventive photography and cutting and walltowall toetapping music to paint a picture of a subculture that is at once exhilarating silly perverse hopeful and always fun,mixes likeable personalities inventive photography cutting walltowall toetapping music paint picture subculture exhilarating silly perverse hopeful always fun,sst
"Yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with Shimizu is very believable .",1.0,yakusho as always is wonderful as the longfaced sad sack and his chemistry with shimizu is very believable,yakusho always wonderful longfaced sad sack chemistry shimizu believable,sst
... a delicious crime drama on par with the slickest of Mamet .,0.0,a delicious crime drama on par with the slickest of mamet,delicious crime drama par slickest mamet,sst
Fails to bring as much to the table .,0.0,fails to bring as much to the table,fails bring much table,sst
With its parade of almost perpetually wasted characters ... Margarita feels like a hazy high that takes too long to shake .,0.0,with its parade of almost perpetually wasted characters margarita feels like a hazy high that takes too long to shake,parade almost perpetually wasted characters margarita feels like hazy high takes long shake,sst
"Tom Shadyac has learned a bit more craft since directing Adams , but he still lingers over every point until the slowest viewer grasps it .",0.0,tom shadyac has learned a bit more craft since directing adams but he still lingers over every point until the slowest viewer grasps it,tom shadyac learned bit craft since directing adams still lingers every point slowest viewer grasps,sst
Only masochistic moviegoers need apply .,1.0,only masochistic moviegoers need apply,masochistic moviegoers need apply,sst
The actors are fantastic .,1.0,the actors are fantastic,actors fantastic,sst
"The documentary is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice .",0.0,the documentary is much too conventional lots of boring talking heads etc to do the subject matter justice,documentary much conventional lots boring talking heads etc subject matter justice,sst
"Even if you have no interest in the gang-infested , East-vs .",0.0,even if you have no interest in the ganginfested eastvs,even interest ganginfested eastvs,sst
An alternately fascinating and frustrating documentary .,2.0,an alternately fascinating and frustrating documentary,alternately fascinating frustrating documentary,sst
Rubbo runs through a remarkable amount of material in the film 's short 90 minutes .,1.0,rubbo runs through a remarkable amount of material in the film s short minutes,rubbo runs remarkable amount material film short minutes,sst
"Featuring a dangerously seductive performance from the great Daniel Auteuil , `` Sade '' covers the same period as Kaufmann 's `` Quills '' with more unsettlingly realistic results .",1.0,featuring a dangerously seductive performance from the great daniel auteuil sade covers the same period as kaufmann s quills with more unsettlingly realistic results,featuring dangerously seductive performance great daniel auteuil sade covers period kaufmann quills unsettlingly realistic results,sst
JirÃ­ Hubac 's script is a gem .,0.0,jir hubac s script is a gem,jir hubac script gem,sst
There 's more repetition than creativity throughout the movie .,2.0,there s more repetition than creativity throughout the movie,repetition creativity throughout movie,sst
"What makes Salton Sea surprisingly engrossing is that Caruso takes an atypically hypnotic approach to a world that 's often handled in fast-edit , hopped-up fashion .",1.0,what makes salton sea surprisingly engrossing is that caruso takes an atypically hypnotic approach to a world that s often handled in fastedit hoppedup fashion,makes salton sea surprisingly engrossing caruso takes atypically hypnotic approach world often handled fastedit hoppedup fashion,sst
"Green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project .",0.0,green might want to hang onto that ski mask as robbery may be the only way to pay for his next project,green might want hang onto ski mask robbery may way pay next project,sst
"Plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .",1.0,plunges you into a reality that is more often then not difficult and sad and then without sentimentalizing it or denying its brutality transforms that reality into a lyrical and celebratory vision,plunges reality often difficult sad without sentimentalizing denying brutality transforms reality lyrical celebratory vision,sst
Baby-faced Renner is eerily convincing as this bland blank of a man with unimaginable demons within .,2.0,babyfaced renner is eerily convincing as this bland blank of a man with unimaginable demons within,babyfaced renner eerily convincing bland blank man unimaginable demons within,sst
"This is for the most part a useless movie , even with a great director at the helm .",1.0,this is for the most part a useless movie even with a great director at the helm,part useless movie even great director helm,sst
Trademark American triteness and simplicity are tossed out the window with the intelligent French drama that deftly explores the difficult relationship between a father and son .,1.0,trademark american triteness and simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son,trademark american triteness simplicity tossed window intelligent french drama deftly explores difficult relationship father son,sst
Very psychoanalytical -- provocatively so -- and also refreshingly literary .,1.0,very psychoanalytical provocatively so and also refreshingly literary,psychoanalytical provocatively also refreshingly literary,sst
"While The Isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .",1.0,while the isle is both preposterous and thoroughly misogynistic its vistas are incredibly beautiful to look at,isle preposterous thoroughly misogynistic vistas incredibly beautiful look,sst
"Apart from anything else , this is one of the best-sustained ideas I have ever seen on the screen .",2.0,apart from anything else this is one of the bestsustained ideas i have ever seen on the screen,apart anything else one bestsustained ideas ever seen screen,sst
It is one more celluloid testimonial to the cruelties experienced by Southern blacks as distilled through a Caucasian perspective .,1.0,it is one more celluloid testimonial to the cruelties experienced by southern blacks as distilled through a caucasian perspective,one celluloid testimonial cruelties experienced southern blacks distilled caucasian perspective,sst
"Movies like this are selling the old European candor , the old wink of ` bold ' revelation .",1.0,movies like this are selling the old european candor the old wink of bold revelation,movies like selling old european candor old wink bold revelation,sst
... the sum of the parts equals largely a confused mediocrity .,1.0,the sum of the parts equals largely a confused mediocrity,sum parts equals largely confused mediocrity,sst
Does anyone much think the central story of Brendan Behan is that he was a bisexual sweetheart before he took to drink ?,0.0,does anyone much think the central story of brendan behan is that he was a bisexual sweetheart before he took to drink,anyone much think central story brendan behan bisexual sweetheart took drink,sst
"Quite simply , a joy to watch and -- especially -- to listen to .",1.0,quite simply a joy to watch and especially to listen to,quite simply joy watch especially listen,sst
Offers laughs and insight into one of the toughest ages a kid can go through .,2.0,offers laughs and insight into one of the toughest ages a kid can go through,offers laughs insight one toughest ages kid go,sst
"It 's crafty , energetic and smart -- the kid is sort of like a fourteen-year old Ferris Bueller .",2.0,it s crafty energetic and smart the kid is sort of like a fourteenyear old ferris bueller,crafty energetic smart kid sort like fourteenyear old ferris bueller,sst
It 's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison .,2.0,it s the unsettling images of a warravaged land that prove more potent and riveting than the unlikely story of sarah and harrison,unsettling images warravaged land prove potent riveting unlikely story sarah harrison,sst
Manages to be both hugely entertaining and uplifting .,1.0,manages to be both hugely entertaining and uplifting,manages hugely entertaining uplifting,sst
"When the precise nature of Matthew 's predicament finally comes into sharp focus , the revelation fails to justify the build-up .",1.0,when the precise nature of matthew s predicament finally comes into sharp focus the revelation fails to justify the buildup,precise nature matthew predicament finally comes sharp focus revelation fails justify buildup,sst
"The Powerpuff Girls arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact .",2.0,the powerpuff girls arrive on the big screen with their superpowers their supersimple animation and their superdooperadorability intact,powerpuff girls arrive big screen superpowers supersimple animation superdooperadorability intact,sst
What 's missing is what we call the ` wow ' factor .,2.0,what s missing is what we call the wow factor,missing call wow factor,sst
"Passions , obsessions , and loneliest dark spots are pushed to their most virtuous limits , lending the narrative an unusually surreal tone .",1.0,passions obsessions and loneliest dark spots are pushed to their most virtuous limits lending the narrative an unusually surreal tone,passions obsessions loneliest dark spots pushed virtuous limits lending narrative unusually surreal tone,sst
It 's difficult to say whether The Tuxedo is more boring or embarrassing -- I 'm prepared to call it a draw .,1.0,it s difficult to say whether the tuxedo is more boring or embarrassing i m prepared to call it a draw,difficult say whether tuxedo boring embarrassing prepared call draw,sst
"Some fine acting , but ultimately a movie with no reason for being .",2.0,some fine acting but ultimately a movie with no reason for being,fine acting ultimately movie reason,sst
Begins as a promising meditation on one of America 's most durable obsessions but winds up as a slender cinematic stunt .,1.0,begins as a promising meditation on one of america s most durable obsessions but winds up as a slender cinematic stunt,begins promising meditation one america durable obsessions winds slender cinematic stunt,sst
"Officially , it is twice as bestial but half as funny .",2.0,officially it is twice as bestial but half as funny,officially twice bestial half funny,sst
"Short and sweet , but also more than anything else slight ... Tadpole pulls back from the consequences of its own actions and revelations .",1.0,short and sweet but also more than anything else slight tadpole pulls back from the consequences of its own actions and revelations,short sweet also anything else slight tadpole pulls back consequences actions revelations,sst
"This one is a few bits funnier than Malle 's dud , if only because the cast is so engagingly messing around like Slob City reductions of Damon Runyon crooks .",1.0,this one is a few bits funnier than malle s dud if only because the cast is so engagingly messing around like slob city reductions of damon runyon crooks,one bits funnier malle dud cast engagingly messing around like slob city reductions damon runyon crooks,sst
"She nearly glows with enthusiasm , sensuality and a conniving wit .",1.0,she nearly glows with enthusiasm sensuality and a conniving wit,nearly glows enthusiasm sensuality conniving wit,sst
Apallingly absurd ... the chemistry or lack thereof between Newton and Wahlberg could turn an Imax theater into a 9 '' black and white portable TV .,1.0,apallingly absurd the chemistry or lack thereof between newton and wahlberg could turn an imax theater into a black and white portable tv,apallingly absurd chemistry lack thereof newton wahlberg could turn imax theater black white portable tv,sst
Too simple for its own good .,0.0,too simple for its own good,simple good,sst
It 's no accident that The Accidental Spy is a solid action pic that returns the martial arts master to top form .,2.0,it s no accident that the accidental spy is a solid action pic that returns the martial arts master to top form,accident accidental spy solid action pic returns martial arts master top form,sst
"It does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",0.0,it does succeed by following a feelgood formula with a winning style and by offering its target audience of urban kids some welcome role models and optimism,succeed following feelgood formula winning style offering target audience urban kids welcome role models optimism,sst
"directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his first name",0.0,directed in a flashy empty submusic video style by a director so selfpossessed he actually adds a period to his first name,directed flashy empty submusic video style director selfpossessed actually adds period first name,sst
"Waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .",1.0,waydowntown is by no means a perfect film but its boasts a huge charm factor and smacks of originality,waydowntown means perfect film boasts huge charm factor smacks originality,sst
Rice never clearly defines his characters or gives us a reason to care about them .,2.0,rice never clearly defines his characters or gives us a reason to care about them,rice never clearly defines characters gives us reason care,sst
A tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .,1.0,a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man s tortured soul,tale horror revenge nearly perfect relentless descent depths one man tortured soul,sst
An ultra-low-budget indie debut that smacks more of good intentions than talent .,1.0,an ultralowbudget indie debut that smacks more of good intentions than talent,ultralowbudget indie debut smacks good intentions talent,sst
The sheer joy and pride they took in their work -- and in each other -- shines through every frame .,2.0,the sheer joy and pride they took in their work and in each other shines through every frame,sheer joy pride took work shines every frame,sst
Barry Sonnenfeld owes Frank the Pug big time,2.0,barry sonnenfeld owes frank the pug big time,barry sonnenfeld owes frank pug big time,sst
An engrossing Iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .,1.0,an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed,engrossing iranian film two itinerant teachers lost desolate people encounter place war savaged lives liberties poor dispossessed,sst
"It is a likable story , told with competence .",1.0,it is a likable story told with competence,likable story told competence,sst
"Thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings .",1.0,thrilling provocative and darkly funny this timely scifi mystery works on so many different levels that it not only invites it demands repeated viewings,thrilling provocative darkly funny timely scifi mystery works many different levels invites demands repeated viewings,sst
"Plus , like I already mentioned ... it 's Robert Duvall !",1.0,plus like i already mentioned it s robert duvall,plus like already mentioned robert duvall,sst
A great comedy filmmaker knows great comedy need n't always make us laugh .,1.0,a great comedy filmmaker knows great comedy need nt always make us laugh,great comedy filmmaker knows great comedy need nt always make us laugh,sst
"It was filled with shootings , beatings , and more cussing than you could shake a stick at .",0.0,it was filled with shootings beatings and more cussing than you could shake a stick at,filled shootings beatings cussing could shake stick,sst
"Alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life .",2.0,alternating between facetious comic parody and pulp melodrama this smartaleck movie tosses around some intriguing questions about the difference between human and android life,alternating facetious comic parody pulp melodrama smartaleck movie tosses around intriguing questions difference human android life,sst
"The power of Shanghai Ghetto , a documentary by Dana Janklowicz-Mann and Amir Mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s .",2.0,the power of shanghai ghetto a documentary by dana janklowiczmann and amir mann rests in the voices of men and women now in their s who lived there in the s,power shanghai ghetto documentary dana janklowiczmann amir mann rests voices men women lived,sst
"Offers much to enjoy ... and a lot to mull over in terms of love , loyalty and the nature of staying friends .",1.0,offers much to enjoy and a lot to mull over in terms of love loyalty and the nature of staying friends,offers much enjoy lot mull terms love loyalty nature staying friends,sst
"If you really want to understand what this story is really all about , you 're far better served by the source material .",1.0,if you really want to understand what this story is really all about you re far better served by the source material,really want understand story really far better served source material,sst
"Though in some ways similar to Catherine Breillat 's Fat Girl , Rain is the far superior film .",1.0,though in some ways similar to catherine breillat s fat girl rain is the far superior film,though ways similar catherine breillat fat girl rain far superior film,sst
Death might be a release .,0.0,death might be a release,death might release,sst
"You can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling .",2.0,you can feel the heat that ignites this gripping tale and the humor and humanity that root it in feeling,feel heat ignites gripping tale humor humanity root feeling,sst
This is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another .,2.0,this is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another,type movie best enjoyed frat boys college kids sucking bong downing one alcoholic beverage another,sst
The best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites .,2.0,the best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites,best movie many moon passions sometimes fuel best achievements times leave us stranded nothing lesser appetites,sst
Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love .,1.0,read my lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love,read lips viewed treasured extraordinary intelligence originality well lyrical variations game love,sst
Does little to elaborate the conceit of setting this blood-soaked tragedy of murderous ambition in the era of Richard Nixon .,2.0,does little to elaborate the conceit of setting this bloodsoaked tragedy of murderous ambition in the era of richard nixon,little elaborate conceit setting bloodsoaked tragedy murderous ambition era richard nixon,sst
"Holm does his sly , intricate magic , and Iben Hjelje is entirely appealing as Pumpkin .",1.0,holm does his sly intricate magic and iben hjelje is entirely appealing as pumpkin,holm sly intricate magic iben hjelje entirely appealing pumpkin,sst
"Challenging , intermittently engrossing and unflaggingly creative .",1.0,challenging intermittently engrossing and unflaggingly creative,challenging intermittently engrossing unflaggingly creative,sst
It 's a diverting enough hour-and-a-half for the family audience .,1.0,it s a diverting enough hourandahalf for the family audience,diverting enough hourandahalf family audience,sst
"This method almost never fails him , and it works superbly here .",0.0,this method almost never fails him and it works superbly here,method almost never fails works superbly,sst
An intriguing and entertaining introduction to Johnson .,1.0,an intriguing and entertaining introduction to johnson,intriguing entertaining introduction johnson,sst
"Without September 11 , Collateral Damage would have been just another bad movie .",1.0,without september collateral damage would have been just another bad movie,without september collateral damage would another bad movie,sst
"Freundlich 's made -LRB- Crudup -RRB- a suburban architect , and a cipher .",2.0,freundlich s made lrb crudup rrb a suburban architect and a cipher,freundlich made lrb crudup rrb suburban architect cipher,sst
It 's the perfect kind of film to see when you do n't want to use your brain .,1.0,it s the perfect kind of film to see when you do nt want to use your brain,perfect kind film see nt want use brain,sst
Tedious Norwegian offering which somehow snagged an Oscar nomination .,2.0,tedious norwegian offering which somehow snagged an oscar nomination,tedious norwegian offering somehow snagged oscar nomination,sst
"The first Tunisian film I have ever seen , and it 's also probably the most good-hearted yet sensual entertainment I 'm likely to see all year .",1.0,the first tunisian film i have ever seen and it s also probably the most goodhearted yet sensual entertainment i m likely to see all year,first tunisian film ever seen also probably goodhearted yet sensual entertainment likely see year,sst
Clever but not especially compelling .,2.0,clever but not especially compelling,clever especially compelling,sst
A battle between bug-eye theatre and dead-eye matinee .,0.0,a battle between bugeye theatre and deadeye matinee,battle bugeye theatre deadeye matinee,sst
"It 's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought .",1.0,it s consistently funny in an irresistible juniorhigh way and consistently free of any gag that would force you to give it a millisecond of thought,consistently funny irresistible juniorhigh way consistently free gag would force give millisecond thought,sst
"Altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece .",2.0,altogether this is successful as a film while at the same time being a most touching reconsideration of the familiar masterpiece,altogether successful film time touching reconsideration familiar masterpiece,sst
"Although Frailty fits into a classic genre , in its script and execution it is a remarkably original work .",1.0,although frailty fits into a classic genre in its script and execution it is a remarkably original work,although frailty fits classic genre script execution remarkably original work,sst
"comes off like a rejected ABC Afterschool Special , freshened up by the dunce of a Screenwriting 101 class .",1.0,comes off like a rejected abc afterschool special freshened up by the dunce of a screenwriting class,comes like rejected abc afterschool special freshened dunce screenwriting class,sst
"With an obvious rapport with her actors and a striking style behind the camera , HÃ©lÃ¨ne Angel is definitely a director to watch .",1.0,with an obvious rapport with her actors and a striking style behind the camera hlne angel is definitely a director to watch,obvious rapport actors striking style behind camera hlne angel definitely director watch,sst
A fast paced and suspenseful Argentinian thriller about the shadow side of play .,0.0,a fast paced and suspenseful argentinian thriller about the shadow side of play,fast paced suspenseful argentinian thriller shadow side play,sst
"Although it starts off so bad that you feel like running out screaming , it eventually works its way up to merely bad rather than painfully awful .",1.0,although it starts off so bad that you feel like running out screaming it eventually works its way up to merely bad rather than painfully awful,although starts bad feel like running screaming eventually works way merely bad rather painfully awful,sst
"A feature-length , R-rated , road-trip version of Mama 's Family .",1.0,a featurelength rrated roadtrip version of mama s family,featurelength rrated roadtrip version mama family,sst
Australian filmmaker David Flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .,0.0,australian filmmaker david flatman uses the hugescreen format to make an oldfashioned nature film that educates viewers with words and pictures while entertaining them,australian filmmaker david flatman uses hugescreen format make oldfashioned nature film educates viewers words pictures entertaining,sst
"The characters are so generic and the plot so bland that even as rogue CIA assassins working for Chris Cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for Damon\/Bourne or his predicament .",0.0,the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper s agency boss close in on the resourceful amnesiac we do nt feel much for damonbourne or his predicament,characters generic plot bland even rogue cia assassins working chris cooper agency boss close resourceful amnesiac nt feel much damonbourne predicament,sst
"Some episodes work , some do n't .",0.0,some episodes work some do nt,episodes work nt,sst
"The story , touching though it is , does not quite have enough emotional resonance or variety of incident to sustain a feature , and even at 85 minutes it feels a bit long .",2.0,the story touching though it is does not quite have enough emotional resonance or variety of incident to sustain a feature and even at minutes it feels a bit long,story touching though quite enough emotional resonance variety incident sustain feature even minutes feels bit long,sst
"finely crafted , finely written , exquisitely performed",1.0,finely crafted finely written exquisitely performed,finely crafted finely written exquisitely performed,sst
"A deliciously mordant , bitter black comedy .",0.0,a deliciously mordant bitter black comedy,deliciously mordant bitter black comedy,sst
It 's still worth a look .,0.0,it s still worth a look,still worth look,sst
Well-meant but unoriginal .,0.0,wellmeant but unoriginal,wellmeant unoriginal,sst
Enigma lacks it .,1.0,enigma lacks it,enigma lacks,sst
"Limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly .",1.0,limps along on a squirminducing fishoutofwater formula that goes nowhere and goes there very very slowly,limps along squirminducing fishoutofwater formula goes nowhere goes slowly,sst
"Once again , the intelligence of gay audiences has been grossly underestimated , and a meaty plot and well-developed characters have been sacrificed for skin and flash that barely fizzle .",0.0,once again the intelligence of gay audiences has been grossly underestimated and a meaty plot and welldeveloped characters have been sacrificed for skin and flash that barely fizzle,intelligence gay audiences grossly underestimated meaty plot welldeveloped characters sacrificed skin flash barely fizzle,sst
Spare but quietly effective retelling .,1.0,spare but quietly effective retelling,spare quietly effective retelling,sst
"Deflated ending aside , there 's much to recommend the film .",0.0,deflated ending aside there s much to recommend the film,deflated ending aside much recommend film,sst
Heartwarming and gently comic even as the film breaks your heart .,0.0,heartwarming and gently comic even as the film breaks your heart,heartwarming gently comic even film breaks heart,sst
It 's not a great monster movie .,2.0,it s not a great monster movie,great monster movie,sst
A small movie with a big heart .,2.0,a small movie with a big heart,small movie big heart,sst
"It 's a brilliant , honest performance by Nicholson , but the film is an agonizing bore except when the fantastic Kathy Bates turns up .",2.0,it s a brilliant honest performance by nicholson but the film is an agonizing bore except when the fantastic kathy bates turns up,brilliant honest performance nicholson film agonizing bore except fantastic kathy bates turns,sst
"Despite impeccable acting ... and a script that takes some rather unexpected -LRB- even , at times , preposterous -RRB- turns , Love is just too , too precious in the end .",1.0,despite impeccable acting and a script that takes some rather unexpected lrb even at times preposterous rrb turns love is just too too precious in the end,despite impeccable acting script takes rather unexpected lrb even times preposterous rrb turns love precious end,sst
"At its worst , it 's Rambo - meets-John Ford .",1.0,at its worst it s rambo meetsjohn ford,worst rambo meetsjohn ford,sst
Do n't waste your money .,1.0,do nt waste your money,nt waste money,sst
Only those most addicted to film violence in all its forms will find anything here to appreciate .,0.0,only those most addicted to film violence in all its forms will find anything here to appreciate,addicted film violence forms find anything appreciate,sst
The beautifully choreographed kitchen ballet is simple but absorbing .,1.0,the beautifully choreographed kitchen ballet is simple but absorbing,beautifully choreographed kitchen ballet simple absorbing,sst
Meant for Star Wars fans .,1.0,meant for star wars fans,meant star wars fans,sst
A feel-good movie that does n't give you enough to feel good about .,0.0,a feelgood movie that does nt give you enough to feel good about,feelgood movie nt give enough feel good,sst
"It 's a visual delight and a decent popcorn adventure , as long as you do n't try to look too deep into the story",2.0,it s a visual delight and a decent popcorn adventure as long as you do nt try to look too deep into the story,visual delight decent popcorn adventure long nt try look deep story,sst
"The rest of the plot is impossible to explain without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates .",2.0,the rest of the plot is impossible to explain without blowing whatever tension there is although it s more comedy than suspense de palma creates,rest plot impossible explain without blowing whatever tension although comedy suspense de palma creates,sst
Mariah Carey gives us another peek at some of the magic we saw in Glitter here in Wisegirls .,1.0,mariah carey gives us another peek at some of the magic we saw in glitter here in wisegirls,mariah carey gives us another peek magic saw glitter wisegirls,sst
Pacino is the best he 's been in years and Keener is marvelous .,1.0,pacino is the best he s been in years and keener is marvelous,pacino best years keener marvelous,sst
"Intelligent , caustic take on a great writer and dubious human being .",2.0,intelligent caustic take on a great writer and dubious human being,intelligent caustic take great writer dubious human,sst
No amount of blood and disintegrating vampire cadavers can obscure this movie 's lack of ideas .,1.0,no amount of blood and disintegrating vampire cadavers can obscure this movie s lack of ideas,amount blood disintegrating vampire cadavers obscure movie lack ideas,sst
"Young Hanks and Fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work .",1.0,young hanks and fisk who vaguely resemble their celebrity parents bring fresh good looks and an ease in front of the camera to the work,young hanks fisk vaguely resemble celebrity parents bring fresh good looks ease front camera work,sst
"McKay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .",0.0,mckay shows crushingly little curiosity about or is illequipped to examine the interior lives of the characters in his film much less incorporate them into his narrative,mckay shows crushingly little curiosity illequipped examine interior lives characters film much less incorporate narrative,sst
An entertaining documentary that freshly considers arguments the Bard 's immortal plays were written by somebody else .,1.0,an entertaining documentary that freshly considers arguments the bard s immortal plays were written by somebody else,entertaining documentary freshly considers arguments bard immortal plays written somebody else,sst
"If you pitch your expectations at an all time low , you could do worse than this oddly cheerful -- but not particularly funny -- body-switching farce .",1.0,if you pitch your expectations at an all time low you could do worse than this oddly cheerful but not particularly funny bodyswitching farce,pitch expectations time low could worse oddly cheerful particularly funny bodyswitching farce,sst
This is NOT a retread of `` Dead Poets ' Society . '',1.0,this is not a retread of dead poets society,retread dead poets society,sst
Smart and taut .,0.0,smart and taut,smart taut,sst
"Quitting delivers a sucker-punch , and its impact is all the greater beause director Zhang 's last film , the cuddly Shower , was a non-threatening multi-character piece centered around a public bath house .",1.0,quitting delivers a suckerpunch and its impact is all the greater beause director zhang s last film the cuddly shower was a nonthreatening multicharacter piece centered around a public bath house,quitting delivers suckerpunch impact greater beause director zhang last film cuddly shower nonthreatening multicharacter piece centered around public bath house,sst
"The real star of this movie is the score , as in the songs translate well to film , and it 's really well directed .",1.0,the real star of this movie is the score as in the songs translate well to film and it s really well directed,real star movie score songs translate well film really well directed,sst
"Throughout all the tumult , a question comes to mind : So why is this so boring ?",1.0,throughout all the tumult a question comes to mind so why is this so boring,throughout tumult question comes mind boring,sst
A modest pleasure that accomplishes its goals with ease and confidence .,1.0,a modest pleasure that accomplishes its goals with ease and confidence,modest pleasure accomplishes goals ease confidence,sst
"Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .",2.0,directors john musker and ron clements the team behind the little mermaid have produced sparkling retina candy but they are nt able to muster a lot of emotional resonance in the cold vacuum of space,directors john musker ron clements team behind little mermaid produced sparkling retina candy nt able muster lot emotional resonance cold vacuum space,sst
"A lot of the credit for the film 's winning tone must go to Grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the Atlantic love him .",1.0,a lot of the credit for the film s winning tone must go to grant who has nt lost a bit of the dry humor that first made audiences on both sides of the atlantic love him,lot credit film winning tone must go grant nt lost bit dry humor first made audiences sides atlantic love,sst
You wo n't look at religious fanatics -- or backyard sheds -- the same way again .,1.0,you wo nt look at religious fanatics or backyard sheds the same way again,wo nt look religious fanatics backyard sheds way,sst
Has all the complexity and realistic human behavior of an episode of General Hospital .,0.0,has all the complexity and realistic human behavior of an episode of general hospital,complexity realistic human behavior episode general hospital,sst
"But if you 've paid a matinee price and bought a big tub of popcorn , there 's guilty fun to be had here .",1.0,but if you ve paid a matinee price and bought a big tub of popcorn there s guilty fun to be had here,paid matinee price bought big tub popcorn guilty fun,sst
